,Bankrupt?, Inventory Turnover Rate (times), Quick Asset Turnover Rate, Inventory/Working Capital, Cash/Total Assets, Current Assets/Total Assets, Allocation rate per person, Net profit before tax/Paid-in capital, Borrowing dependency, Net worth/Assets, Interest Expense Ratio, Cash Reinvestment %, Net Value Growth Rate, Net Value Per Share (B), Current Liability to Current Assets, Interest-bearing debt interest rate, Net Income to Stockholder's Equity, Degree of Financial Leverage (DFL), Total assets to GNP price, Non-industry income and expenditure/revenue, Operating Expense Rate, Research and development expense rate
10,0,0.0001562977384022,2920000000.0,0.285100705629767,0.0020568362370428,0.101745230207494,0.010748685957007,0.177611039891411,0.374179962109944,0.896423496689543,0.631236900864372,0.374278156551544,0.0004485550189975,0.1829252875985,0.0471663480130232,0.0005490549054905,0.841337129150271,0.0269710912232694,0.0769722571664823,0.303758973978453,0.0003181159947357,1900000000.0
11,0,655000000.0,8360000000.0,0.277598529321833,0.0205422288308614,0.218942636086665,0.0128583726771745,0.171525525978433,0.373113046123427,0.905614172990295,0.632095793208312,0.379941134831042,0.0004550681127365,0.173865408115966,0.0337116016801524,0.0007030703070307,0.840649731622796,0.0273908578413325,0.0073178811657058,0.303604528374123,0.000476653627881,1210000000.0
12,0,0.0001005044136914,6910000000.0,0.278908415161181,0.0582180014761003,0.340940212589294,0.0210172990591507,0.173290098785914,0.377306898271686,0.855337545726638,0.632377638662484,0.3815711039082,0.0004429652373977,0.169398676836206,0.0435139896178212,0.0005760576057605,0.840702415877267,0.0274797246787734,0.008232490111815,0.303434855738379,0.0001571499952184,0.0
13,0,0.000106618750646,6330000000.0,0.277413791453685,0.0741698566235507,0.371121251102901,0.0181918509052849,0.167860643993666,0.373151070382904,0.893430480394232,0.640422733935152,0.382670168771655,0.0004420918340228,0.171547764527411,0.0289016723593667,0.0007090709070907,0.839910496767797,0.0249997401762429,0.0052622229684534,0.303491654982538,0.0001137863100036,917000000.0
14,0,0.000123624250301,8160000000.0,0.277183957759265,0.021194016958275,0.274142529035476,0.0384491560825874,0.177920217178192,0.373692356900173,0.910360673579829,0.63167079903015,0.383024104914124,0.0004737339905785,0.180565505035607,0.0155531326728028,0.0009100910091009,0.841623679912454,0.0268962866110795,0.0039539229308491,0.303566339946135,9370000000.0,0.0
15,0,8940000000.0,6060000000.0,0.277345380371646,0.0037668242316719,0.320023003291211,0.0134610397832168,0.179828067264912,0.373544733304554,0.900928137376425,0.631097176751003,0.387662531202265,0.000469242201793,0.174328936833677,0.0258128487067077,0.0004790479047904,0.841399049949549,0.0268972408952144,0.0065903461441656,0.303461926016447,0.0003237821829371,79800000.0
16,0,6520000000.0,0.0002135963267975,0.279968047464102,0.0528667007517992,0.126506170778473,0.0339904750449324,0.175167785234899,0.372267565530338,0.938718747165704,0.631239298091807,0.375759099884505,0.0004585617262363,0.183852345033922,0.0462912301964762,0.0005230523052305,0.840888957443775,0.0270027988958809,0.0136106545588463,0.304319473753794,0.000179814748024,849000000.0
17,0,6900000000.0,7550000000.0,0.277289061138294,0.013907170944156,0.380520031394388,0.0071214744162787,0.188288967649499,0.372724975004641,0.921274601686973,0.631059506034164,0.381198539547707,0.0004717625943893,0.189541106569466,0.0181566375652698,0.0006370637063706,0.841983321753659,0.0269078077255092,0.0027463052778231,0.303558605580973,0.000248734098392,0.0
18,0,0.0002770558932559,319000000.0,0.278048745688201,0.0128012850229898,0.338067680673366,0.066652217400271,0.175062212502828,0.378709322430063,0.858663119388094,0.632451952712977,0.386908088372266,0.0004610322100683,0.175129577346087,0.0400836626660674,0.0006190619061906,0.840954675675957,0.0276370493098807,0.0042383947829724,0.303522834142098,5630000000.0,119000000.0
19,0,40300000.0,8050000000.0,0.277320828369948,0.0935031388966463,0.386907211402535,0.0045963545325215,0.173531407887791,0.371230845279288,0.922514133688061,0.631267722359968,0.378497447934131,0.0004455604931405,0.176478024524883,0.0219368610613265,0.0005500550055005,0.840455976086351,0.02692426375692,0.0015213773636788,0.303467001693584,0.0006113701432817,0.0
20,0,0.0001419672611649,0.0001189628412977,0.277067799257434,0.0319240864779537,0.176667365155895,0.0265124770437364,0.175205489782068,0.36963718146295,0.903649061281253,0.630623553102012,0.379382288290302,0.0004456104019047,0.189119716826092,0.0109407284049022,0.0,0.840638613018106,0.0267937782838859,0.0140393835372133,0.303553771602747,0.0003630985908652,1040000000.0
21,0,0.0001561066653724,0.0001112446722149,0.277122025311063,0.139413215037929,0.571438389706849,0.010574621220708,0.18066510821205,0.371209596428404,0.899265350545696,0.630982794756236,0.386777690846094,0.0004663974022288,0.185453626058742,0.0186129431781689,0.0007750775077507,0.841311469523341,0.0268899303694454,0.0009354776039944,0.30353056850726,0.0001609659995173,1190000000.0
22,0,0.0001379547275384,6590000000.0,0.277744385313056,0.038272302580135,0.297345665999025,0.0077242420506122,0.176494985295227,0.377012769441021,0.853493363968921,0.632237229626991,0.387429678476957,0.0004669713530181,0.176983692216931,0.0403947838257492,0.0007530753075307,0.841234473750761,0.0275654100512866,0.0018297581082122,0.303432922147089,0.0003166127203149,0.0
23,0,0.0001471262329703,0.0001968574595429,0.276574664192513,0.207866389543797,0.419117901368043,0.0199494372853501,0.172860266948194,0.38727596441824,0.80696556519636,0.634338913165573,0.386665921537946,0.000443189826837,0.184400151700308,0.0552426750998399,0.0006450645064506,0.840325896066444,0.0293639108382569,0.0187531730574311,0.303391591633254,0.0001717201934506,0.0
24,0,0.0001450244296422,6920000000.0,0.27325548534808,0.017860838627217,0.456763728267354,0.0200503174256192,0.177309403514064,0.388057698458675,0.80548417329262,0.633345776085259,0.390736187176335,0.0004575385965685,0.172896211706207,0.0501706511809911,0.0007620762076207,0.84104674505462,0.0282061238442121,0.0008303787948983,0.303456125242575,94100000.0,0.0
25,0,6740000000.0,9360000000.0,0.279715690767742,0.0149537656982419,0.149192509106294,0.0190499603993929,0.159678757258125,0.377159274676067,0.85325150406627,0.628951315735401,0.380760776424127,0.0003974983531355,0.161307993763432,0.0455039195364612,0.0007390739073907,0.837925614007031,0.0264153131070622,0.0058869342713454,0.303016716621803,0.0003359240147973,1240000000.0
26,0,0.0002466752815126,6300000000.0,0.276034241456299,0.026006422332886,0.19675906356146,0.0113000333703663,0.17869693084986,0.37216691307878,0.907942074553315,0.631321488746729,0.384495734138072,0.0004541697549794,0.179217057856812,0.0514813759696364,0.0006910691069106,0.841187894768005,0.0269244863302234,0.0011928328959783,0.30346627659685,0.0003980208120249,900000000.0
27,0,896000000.0,7240000000.0,0.277244486668277,0.10629600428011,0.442775457181807,0.0195770302304154,0.184986049317548,0.369875392264971,0.96390240952928,0.630964986781003,0.390475392123989,0.000458861178822,0.182630314778138,0.0133933066151283,0.001063106310631,0.841854181631694,0.0268521603332461,0.000703130976427,0.30354337854956,0.0001157521304,1440000000.0
28,0,6020000000.0,8030000000.0,0.277367591072672,0.0079912289210366,0.407488216861785,0.0108196589306293,0.177490385340472,0.371971199978527,0.910421138555492,0.631503678031808,0.386423754703625,0.0004609823013041,0.177952888626691,0.018802183379403,0.0008220822082208,0.8411159928915,0.0270667209660536,0.0012253108442758,0.303694923766955,0.0001259281418637,577000000.0
29,1,0.0001284010760468,5430000000.0,0.276486186212684,0.0082664170023762,0.469679801466946,0.0179945138695616,0.138624538119297,0.392590413860514,0.780391208392539,0.62927528390022,0.369136768376737,0.0004179859008739,0.156209177868611,0.0658158530780964,0.0008420842084208,0.831976032408709,0.0264718727329476,0.0030106087444667,0.303257690436385,8480000000.0,50900000.0
30,1,0.0001161724021376,6420000000.0,0.276849112615976,0.0110609135539858,0.172224524669076,0.031878626966503,0.164565266571148,0.396528161437585,0.771109834628292,0.648523650360954,0.370291717894266,0.0004178112201989,0.14550587838692,0.124882710179452,0.0009430943094309,0.838258501827446,0.0248858579240944,0.0016307202591842,0.303477394746771,0.0001624692739381,0.0
31,0,0.0001643228056552,8130000000.0,0.276840068047078,0.0230705196812938,0.269992608454684,0.0106029701988404,0.168991780408717,0.38402489023291,0.791758623817154,0.635145408967,0.382455944264372,0.0004442129565048,0.158695377354515,0.0826660718934626,0.0008270827082708,0.840052354819015,0.174090903668756,0.0152524732672987,0.303414553029829,0.0003602076785175,1120000000.0
32,0,0.0002753362359874,5880000000.0,0.277295020375345,0.0064300361047499,0.408880088990863,0.0084933337428185,0.178206771736671,0.375580149547176,0.883151434531548,0.63154956781414,0.378478819716106,0.0004503018257474,0.177025831191269,0.0334418320781055,0.0006720672067206,0.841431597677494,0.027118794439904,0.0097736768670125,0.303547245732141,9040000000.0,67900000.0
33,0,0.0002976917804777,9980000000.0,0.277113146743321,0.109941900294968,0.380131167921649,0.0089628511271005,0.172091094185959,0.370535225002964,0.937660610091604,0.631230736565253,0.381068142021534,0.0004520985412616,0.185875015802115,0.0256903594101168,0.0007280728072807,0.840451101401298,0.0270031817899335,0.000784802349315,0.303621930695738,0.0001837463888168,0.0
34,0,0.0002533628375567,4190000000.0,0.277269768741381,0.0096402782067215,0.622632302100483,0.0051042234599153,0.172656662393485,0.375313979730833,0.875895637452006,0.632494760345749,0.376550799150553,0.0004332579827446,0.174033964013316,0.0270097755019044,0.0006860686068606,0.840608631798272,0.0276769693412717,0.0051235677568077,0.303474977757658,6190000000.0,0.0
35,0,0.0001710103616993,3230000000.0,0.278683136780345,0.0018181743170278,0.0916433790929991,0.0123923235189406,0.176698589849936,0.376271296381209,0.877377029355746,0.631589635758414,0.37577772810253,0.0004516992711473,0.180186254266571,0.0435699727474226,0.0005960596059605,0.841252149001051,0.0271146084726468,0.0800057949013428,0.303743021850307,0.0003272512777543,1380000000.0
36,0,5270000000.0,8150000000.0,0.285606867836359,0.0346499478819115,0.218097184329813,0.0131950419245699,0.163471834703265,0.377688259227034,0.860718928560631,0.628333173518171,0.379633769233635,0.0004155653258061,0.166111836837891,0.047146167625873,0.0005880588058805,0.839028885008747,0.0263852766496002,0.0075629578590871,0.303212492739969,0.0004354870360504,1090000000.0
37,0,812000000.0,7980000000.0,0.277494883753394,0.042104212625443,0.336908310622664,0.0269333889991991,0.170778975944499,0.37700829599873,0.852798016748798,0.63401289023438,0.378860698185612,0.0004341064317374,0.167502422991024,0.0307111162442824,0.0006120612061206,0.840205745904451,0.0284255446452834,0.0073075664727595,0.303448632576324,0.0001665165512248,0.0
38,0,0.0001209492278834,5800000000.0,0.277259970528342,0.0551630215497877,0.372859121752647,0.0179017765208837,0.169662921348315,0.37206178718493,0.904616500891858,0.633241325461295,0.379475429380425,0.0004481807032653,0.172179849142472,0.0153036136264216,0.0007930793079307,0.840192796047555,0.0290876038741492,0.0045933953106662,0.303508332207419,0.0001102015786925,849000000.0
39,0,0.0001513298396266,0.0001021656914615,0.27713416281821,0.0254344315057528,0.282635083205968,0.0347797729236799,0.170311439559611,0.373058246455356,0.919914139734559,0.632810166984014,0.379484743489438,0.0004433145987477,0.177110109139944,0.0173900130803097,0.0007970797079707,0.840385757478808,0.0288727658138465,0.0034249823452305,0.30358374226775,9340000000.0,0.0
40,0,8410000000.0,6360000000.0,0.277561367314672,0.0042335068496626,0.279577582374563,0.0169691252988141,0.182128044642184,0.374405870945663,0.881125857846842,0.631229024259942,0.386135017324243,0.0004632281956968,0.174876743500063,0.0342822550940703,0.0004940494049404,0.841573616502083,0.026907690710701,0.007173154537515,0.303441623307896,0.0003420527489743,1040000000.0
41,0,6520000000.0,0.0002567235366827,0.275815177007774,0.054515238146905,0.142535793554366,0.0289445579939419,0.175680567076389,0.37273615861037,0.93097923028086,0.631236900864372,0.375656644685369,0.0004615312977112,0.185074375289705,0.0529894926808951,0.0005600560056005,0.840978536246519,0.0270168245964067,0.0136977035540702,0.304405760265134,0.0001714889204627,968000000.0
42,0,6130000000.0,9180000000.0,0.27736037407213,0.0496652613597867,0.37863207298248,0.0060780912813974,0.180265440012065,0.373331126435136,0.91335368987514,0.631308475226367,0.37797585782944,0.0004472074823618,0.186970629134887,0.0250410417826297,0.0005930593059305,0.841197466664069,0.0269855998040583,0.0026231543818233,0.303528876614881,0.0002856221399481,0.0
43,0,0.0001989070240547,3050000000.0,0.29436530008223,0.0185521711493699,0.340455975605362,0.0649509268633057,0.182022471910112,0.377794503481456,0.862018925537382,0.631594087752222,0.384244253194739,0.0004640766446896,0.178964224010788,0.0478205708628628,0.0006540654065406,0.84180224093936,0.0271305157359928,0.0040763083198197,0.303502531433548,4980000000.0,119000000.0
44,0,4780000000.0,8550000000.0,0.277374690991622,0.084808266089528,0.389212968136995,0.0048284743570172,0.176525148932961,0.371372877072043,0.908849049188258,0.631025602389008,0.383741291308073,0.0004517990886759,0.174413214782352,0.0279892214352708,0.0005660566056605,0.840820359712895,0.0268773632495743,0.0015211125896995,0.303489721391248,0.0005824610198051,0.0
45,0,0.000164513878685,7930000000.0,0.277089003952783,0.0080478871851381,0.121528692745422,0.0275443999534152,0.175929417087701,0.36963718146295,0.905765335429453,0.630616703880769,0.378748928877464,0.0004489293347296,0.187097046057899,0.0137880446389998,0.0,0.840770515293026,0.0267922709919733,0.012883193682767,0.303528876614881,0.0003628673178774,1100000000.0
46,0,0.0002245108100521,0.0001145037933151,0.277064873052823,0.13360493953662,0.59773092643888,0.0103223957379624,0.181652967347862,0.370670546632281,0.900323487619796,0.630916357310174,0.382558399463507,0.0004563158318435,0.185200792212718,0.0175679084788069,0.001071107110711,0.841274521947495,0.0268622864067066,0.000886673592217,0.303491171584716,0.0001653601862857,107000000.0
47,0,0.000128210003017,6960000000.0,0.277811069328758,0.0513904535216174,0.318155893199506,0.0077808394785858,0.180122162732826,0.375735601666805,0.858058469631466,0.631849563704607,0.386861517827205,0.0004535958041901,0.178753529139101,0.0406862953931031,0.0007500750075007,0.841281669746899,0.0271695519446991,0.0016752114957129,0.303395700514746,0.0003056272533939,0.0
48,0,0.0001503744744775,0.0002497808113696,0.276515318400332,0.0998626798716401,0.447963129590616,0.021688174610806,0.17436844883493,0.388924427902649,0.79889349094537,0.633996109642334,0.371837859990313,0.0004491539241689,0.185411487084404,0.0537930903249886,0.0006550655065506,0.840598890749099,0.0287586332854848,0.0188585310063337,0.303480295133707,0.0002124242393055,0.0
49,0,0.0001465530138808,8180000000.0,0.275231457383667,0.0086393366342862,0.447641680722362,0.020451927949162,0.175152703416032,0.385539150448574,0.815339964325664,0.633433788578239,0.385641369546589,0.0004553176565579,0.172516960937171,0.0517833863733011,0.0008010801080108,0.840860318613959,0.0285203017680739,0.0007170984412459,0.303439448017694,0.0001140175829914,815000000.0
50,0,8330000000.0,8390000000.0,0.276667209173084,0.0141886825126497,0.13119468706484,0.0187276164335005,0.165794434808838,0.37809981591785,0.845784079571908,0.617627840714511,0.379736224432771,0.000432808803866,0.159538156841262,0.0711731712247925,0.0006760676067606,0.839285131784148,0.0257487295645182,0.0053759036818032,0.303156660291455,0.0003396243826023,165000000.0
51,0,0.0003326581449369,6810000000.0,0.276724585569708,0.033585920598103,0.198492061545837,0.0113116946521513,0.17941331724606,0.372056195382066,0.908395561870786,0.631300941082999,0.384197682649678,0.0004458849001083,0.179427752728499,0.0575078520985313,0.0007980798079807,0.841074766121287,0.0269538841751162,0.0010882061541666,0.303420112104789,0.000362173498914,866000000.0
52,0,9520000000.0,9930000000.0,0.277201915249972,0.114842024278821,0.430009878639128,0.0192829849785098,0.177550712615941,0.371134666270021,0.948151283369108,0.631138614539527,0.382362803174248,0.0004616061608576,0.178669251190426,0.019789517257016,0.0009430943094309,0.840991944445713,0.026911795869791,0.0007294966190284,0.303444765393743,0.0001217652280831,1770000000.0
53,0,577000000.0,9660000000.0,0.277463059745767,0.0088466500588344,0.382419005172386,0.0088020561252465,0.177354648970666,0.371953306209362,0.906097892795598,0.631356077314009,0.381561789799188,0.000459909262872,0.179385613754161,0.0270168068643629,0.0008520852085208,0.840973026009749,0.02699137759224,0.0012104799055507,0.303671720671469,0.0001193368617111,475000000.0
54,1,7150000000.0,8250000000.0,0.276685937969698,0.0055594379197812,0.157963759995475,0.0594235295613745,0.157016816228037,0.392383517154533,0.789642349668954,0.625067807290311,0.377938601393391,0.0004010668297818,0.156799123509334,0.0864583230327093,0.0007260726072607,0.837052996383121,0.0260500616073851,0.0401606046098823,0.303051762963944,8270000000.0,0.0
55,1,0.0002099892597849,6540000000.0,0.276842240836512,0.0203268528471915,0.330387640935299,0.0262324554884602,0.167310157605007,0.40512499916123,0.76470054720803,0.638738852892426,0.37617823479006,0.000401291419221,0.148202772744511,0.094806220340148,0.0005580558055805,0.839162225658445,0.0227618017460547,0.0072331919331324,0.303501322938991,693000000.0,136000000.0
56,1,0.0005042417257257,7650000000.0,0.276830357193444,0.210915212093144,0.604127339130665,0.0095256587656623,0.0724530578387754,0.26203523730493,0.678628654351967,0.63052252708867,0.327158079058157,0.000154243036018,0.120011798912814,0.06528574912897,0.0003990399039903,1.0,0.0267631375236152,0.0058030372394381,0.302759790679075,0.0002766024934234,115000000.0
57,1,0.0001476994520598,4860000000.0,0.276693294887074,0.0499277199767246,0.370091194017219,0.0295160110655511,0.140351406379609,0.391787430969194,0.778547026634822,0.629853358173176,0.365942028985507,0.0003506340234733,0.151531751717163,0.0833577878116932,0.0005820582058205,0.831081516146261,0.0265903290435414,0.0010530392973282,0.303466034897939,0.0001765769261946,0.0
58,0,0.0001736853841169,7000000000.0,0.276698672653136,0.0302946099444129,0.265024796186318,0.0112953588048232,0.169836362265289,0.382244460200902,0.797140006651147,0.634265626498267,0.378916582839686,0.000448829517201,0.156082760945599,0.0657727093260039,0.0007080708070807,0.840279753168226,0.0323529334521605,0.0142068216123576,0.303450807866526,0.0003580105851333,1240000000.0
59,0,0.0001805640131909,3860000000.0,0.27844838901886,0.0160284161240692,0.428389144326805,0.0097997491517548,0.174609757936807,0.377871670360984,0.858451491973275,0.63173997616471,0.37453895160389,0.0004061076149744,0.183388816316211,0.0415688514618489,0.0003560356035603,0.840817533006551,0.0271572841874481,0.0110733013212587,0.303501564637902,8720000000.0,67900000.0
60,0,0.0002724701405399,9660000000.0,0.277073197211879,0.0991523407279837,0.375968547994507,0.0081159505374669,0.169987180453963,0.36963718146295,0.95836986425613,0.631123203791729,0.379754852650795,0.0004462841702226,0.181281867599343,0.0157941813421729,0.0004080408040804,0.840118267328821,0.0268818273787735,0.000786940249354,0.303550146119077,0.000185943482201,0.0
61,0,0.0003145062071029,3870000000.0,0.27717789454065,0.033919962536028,0.594199824288343,0.0042863755464529,0.163690521076842,0.374532245690398,0.877588656770566,0.628856111560116,0.381058827912522,0.000417661493906,0.168176646580422,0.0198779136148233,0.0004760476047604,0.839257202585878,0.0264874257805383,0.0048633533682283,0.303462651113181,6450000000.0,0.0
62,0,0.000205403507069,3200000000.0,0.277960915855881,0.002179609745945,0.101885519259161,0.0134701878577205,0.172664203302918,0.375580149547176,0.883786316776008,0.63225743482966,0.376634626131664,0.000438972536255,0.176098773755847,0.0401504210696358,0.0004330433043304,0.840577257454248,0.0273701932301579,0.0833005943125981,0.303599936094808,0.0002583319273862,1430000000.0
63,0,0.0001115866494216,9740000000.0,0.278479209547425,0.0414608983776166,0.258677948109695,0.0110948048637799,0.171140939597315,0.379104103712286,0.847900353720108,0.632716332652977,0.377482210051786,0.0004519488149687,0.16564830812018,0.0445826325410089,0.0005940594059405,0.840696027385088,0.0285285079363653,0.0086385048584751,0.303404643374465,0.0003272512777543,679000000.0
64,0,9250000000.0,8470000000.0,0.279541457083735,0.0388551289895273,0.306596290271255,0.0278541276187557,0.166706884850313,0.378454336219449,0.841611996251172,0.624429802331475,0.375451734287098,0.000436676733098,0.171042096835363,0.0451088074428213,0.0003530353035303,0.839500563793149,0.0258180560734577,0.0082033857083538,0.303427363072129,0.0001839776618046,0.0
65,0,0.0001220956660624,8400000000.0,0.277203541356363,0.0919541308841451,0.449047080087607,0.0188123115188784,0.170786516853933,0.372762999264119,0.899446745472685,0.631935178970151,0.377752319213144,0.0004444874547084,0.174160380936328,0.0155019669696945,0.0003800380038003,0.840327583466471,0.0273097296825429,0.00512170240563,0.303531777001817,0.0001090452137534,764000000.0
66,0,0.0001257260536292,0.0001170143088152,0.277294295535032,0.0677736233770443,0.352988839557802,0.0281062525732101,0.164278712012669,0.373364677252322,0.91420019953442,0.629610553280092,0.376560113259566,0.0004326590775732,0.172769794783195,0.0285515612678888,0.0004280428042804,0.839279504495661,0.0265519684191381,0.003421362559416,0.30346990208052,7860000000.0,0.0
67,0,7660000000.0,6210000000.0,0.277342233778244,0.0042623184922592,0.326208551842362,0.0155392611482231,0.176841867129176,0.374562441425865,0.886688635607824,0.631116012109423,0.380388212063634,0.0004459847176369,0.176225190678859,0.0216391935093095,0.0002310231023102,0.840949757724991,0.0269140928314816,0.0076214907328087,0.303435339136202,0.0003188098136992,1170000000.0
68,0,6190000000.0,0.0001887278817205,0.277649470943434,0.003930077776372,0.124930382221581,0.0243031165227948,0.172151421461428,0.372542682231264,0.934576896332799,0.631384844043232,0.375386535524012,0.0004473072998904,0.186085710673802,0.0381892665239228,0.0003140314031403,0.840487618067464,0.0270822893641104,0.0147937526406102,0.303849611070197,0.0001404983400959,1170000000.0
69,0,0.0001020329979301,7410000000.0,0.277295854520502,0.0359778813142956,0.375465053004266,0.0035522676996015,0.175944498906568,0.377393012035797,0.859993348852677,0.631979356447172,0.381254424201781,0.0004461344439297,0.186844212211875,0.023778580418216,0.0003820382038203,0.840659114768923,0.0271898979401804,0.0038873131135158,0.303461200919713,0.000236476630038,79800000.0
70,0,0.0001977605858757,173000000.0,0.277755683799673,0.0271026026730716,0.357391479044576,0.0525013022183528,0.18999321318151,0.374286206364366,0.89720954137316,0.630925946219915,0.383862374725234,0.0004661728127895,0.183515233239223,0.0332785075297575,0.0003390339033903,0.842318562340046,0.026870881562317,0.0041247924464135,0.303517275067138,4300000000.0,84900000.0
71,0,5410000000.0,6250000000.0,0.277369796473143,0.0826483567858714,0.370328910189977,0.0050532556162517,0.180966744589397,0.370275765350058,0.917918795537685,0.630666703195847,0.384132483886591,0.0004445124090905,0.176140912730184,0.0254236518530115,0.0004390439043904,0.841489101472458,0.0268033414488034,0.0016079341984078,0.303515099776936,0.000577719923555,0.0
72,0,0.0001853408389367,0.0001079151156434,0.277079737904887,0.0049409396300308,0.136058166080152,0.0271640511634717,0.175529748887716,0.36963718146295,0.901502554645222,0.630635881700251,0.380462724935733,0.0004486049277618,0.187054907083562,0.0175161923351022,0.0,0.840673489284288,0.0267964200445617,0.0144061575013936,0.303661811016105,0.0004120128277875,1580000000.0
73,0,0.0002086517485761,0.0001296546170068,0.277067481042544,0.240895478281917,0.707703489968918,0.0090576995698947,0.189088304049468,0.370900928910292,0.905825800405115,0.630678004410898,0.380155359338326,0.0004551928846472,0.191268804517298,0.0138816323956799,0.0003130313031303,0.841955021597594,0.0268063075612547,0.0010394937645139,0.303513166185646,0.0001414234320471,985000000.0
74,0,0.0001530494968951,8050000000.0,0.278728058353251,0.0491026484132633,0.34140773768061,0.0073252955267876,0.181275921876178,0.374071481134375,0.870967741935484,0.631151285598827,0.385669311873626,0.0004663225390824,0.179807003497535,0.0453152995547844,0.0004480448044804,0.841555086841885,0.0269447746816719,0.0017445736220117,0.303500597842257,0.0003160345378454,0.0
75,0,8900000000.0,0.0001778534951279,0.277560736460683,0.131184266617944,0.453196309753053,0.0239739868972431,0.173772716989669,0.388757792177291,0.803337666656589,0.634200558896453,0.373775194664878,0.0004528222183437,0.188951160928743,0.0383314202913406,0.0005540554055405,0.840439916449661,0.0288751323091538,0.0204959257060205,0.303487304402135,0.0001833994793351,0.0
76,0,0.0001582084687006,7190000000.0,0.275999669716972,0.0218445779043001,0.436664595975246,0.0231089912151845,0.1802956036498,0.384182579073684,0.817939958279167,0.632020109313571,0.379168063783018,0.0004663974022288,0.175677384012473,0.0558031560267815,0.0005180518051805,0.841654699058471,0.0273270578774279,0.0009175038979933,0.303475702854392,9960000000.0,0.0
